TestId,Date,Time,Segment,Position,Type,Excluded,Tags,System Weight,Jump Height,Jump Momentum,Countermovement Depth,Braking RFD,Stiffness,Force at Min Displacement,Relative Force at Min Displacement,Avg. Braking Force,Avg. Relative Braking Force,Peak Braking Force,Peak Relative Braking Force,Avg. Propulsive Force,Avg. Relative Propulsive Force,Peak Propulsive Force,Peak Relative Propulsive Force,Unweighting Phase,Unweighting Phase %,Braking Phase,Braking Phase %,Propulsive Phase,Propulsive Phase %,Flight Time,Time To Takeoff,Braking Net Impulse,Propulsive Net Impulse,Positive Impulse,Positive Net Impulse,Impulse Ratio,Avg. Braking Velocity,Peak Braking Velocity,Avg. Propulsive Velocity,Takeoff Velocity,Peak Velocity,Avg. Braking Power,Avg. Relative Braking Power,Peak Braking Power,Peak Relative Braking Power,Avg. Propulsive Power,Avg. Relative Propulsive Power,Peak Relative Propulsive Power,Peak Propulsive Power,L|R Peak Braking Force,Left Force at Peak Braking Force,Right Force at Peak Braking Force,L|R Avg. Braking Force,Left Avg. Braking Force,Right Avg. Braking Force,L|R Peak Propulsive Force,Left Force at Peak Propulsive Force,Right Force at Peak Propulsive Force,L|R Avg. Propulsive Force,Left Avg. Propulsive Force,Right Avg. Propulsive Force,L|R Avg. Braking RFD,Left Avg. Braking RFD,Right Avg. Braking RFD,L|R Braking Impulse Index,L|R Propulsive Impulse Index,Time to Stabilization,Landing Height,Landing Performance Index,Landing Phase,Landing Stiffness,Peak Landing Force,Avg. Landing Force,Relative Peak Landing Force,L|R Peak Landing Force,Left Force at Peak Landing Force,Right Force at Peak Landing Force,L|R Avg. Landing Force,Left Avg. Landing Force,Right Avg. Landing Force,L|R Landing Impulse Index,RSI,mRSI,Braking Impulse,Relative Braking Impulse,Relative Braking Net Impulse,Propulsive Impulse,Relative Propulsive Impulse,Relative Propulsive Net Impulse
Z7khYTOFT7isHl4ur7kn,2/14/25,15:31:49,BASEB44, ,Countermovement Jump,,,817.297,0.4518,248.0586,-0.2362,10351.5625,-9050.1452,2138,261.594,1602.5781,196.0827,2138,261.594,2082.199,254.7665,2516,307.844,0.249,43.4555,0.128,22.3386,0.196,34.2059,0.604,0.573,99.848,248.9688,613.621,348.8168,2.4935,-0.7627,-1.2001,1.7608,2.9774,3.0691,-1092.0425,-13.1078,-1518.9175,-18.2315,3329.2848,39.9613,72.7884,6064.1944,-7.4836,989,1149,-4.8506,762.4219,840.1563,0.159,1260,1256,-0.2688,1038.301,1043.898,-3.6981,4984.375,5367.1875,-9.259,-0.5727,N/A,0.4389,3.2035,0.137,-29568.8418,7106,1171.2061,869.4514,3.9685,3694,3412,9.9659,643.9635,527.2427,N/A,1.0541,0.7886,204.462,2.4542,1.1985,409.159,4.9111,2.9884
PQ4XJKjjtz4oj6XbmzV5,2/11/25,15:22:00,BASEB44, ,Countermovement Jump,,,810.023,0.4463,244.348,-0.2352,10169.2308,-9091.6044,2138,263.9431,1549.8538,191.3345,2138,263.9431,2088.3927,257.8189,2556,315.5466,0.283,46.8543,0.13,21.5232,0.191,31.6225,0.605,0.604,95.5105,245.2246,600.7525,340.7351,2.5675,-0.7532,-1.1577,1.7962,2.9592,3.0563,-1035.7729,-12.544,-1391.1383,-16.8478,3354.0388,40.62,71.8005,5928.6478,-4.2095,1024,1114,-2.9854,751.7923,798.0615,-0.7042,1269,1287,-1.7928,1025.4764,1062.9162,-7.7156,4692.3077,5476.9231,-5.7671,-3.52,N/A,0.4461,3.3046,0.135,-27537.9611,7560,1269.4403,933.3068,2.9894,3893,3667,2.3656,649.7351,619.7052,N/A,1.0017,0.739,200.8135,2.432,1.1567,399.939,4.8436,2.9699
nH0l52ImAWmaus5i5zAK,2/11/25,15:21:53,BASEB44, ,Countermovement Jump,,,811.466,0.4617,248.9503,-0.2387,8977.9412,-8516.9359,2033,250.5342,1546.5441,190.5864,2033,250.5342,2093.7732,258.0235,2541,313.137,0.248,42.9066,0.136,23.5294,0.194,33.564,0.617,0.578,99.3536,249.7591,616.8965,349.1127,2.5138,-0.7544,-1.2016,1.7642,3.0096,3.0943,-1051.209,-12.7083,-1475.2669,-17.8348,3368.7188,40.7252,74.1712,6135.31,-4.5745,970,1063,-5.169,733.3015,813.2426,-1.6135,1250,1291,0.5638,1052.7887,1040.9845,-2.0475,4397.0588,4580.8824,-9.8462,1.0755,N/A,0.467,3.0724,0.152,-16651.3054,7933,1227.6158,977.6134,14.0048,4522,3411,27.4769,782.4631,445.1527,N/A,1.0675,0.7987,209.713,2.5353,1.2011,407.1835,4.9225,3.0194
MesZ4pN3FOgF7KYzDkft,2/8/25,11:34:53,BASEB44, ,Countermovement Jump,,,805.941,0.4714,249.8379,-0.2524,9514.0845,-8545.0533,2157,267.6375,1443.1268,179.0611,2157,267.6375,2043.396,253.5416,2404,298.2849,0.286,45.3968,0.142,22.5397,0.202,32.0635,0.628,0.63,89.8014,251.0254,618.0705,340.8268,2.7953,-0.7489,-1.0981,1.8292,3.0411,3.1348,-952.3697,-11.5923,-1224.6191,-14.9062,3360.7657,40.9076,71.6656,5887.694,3.1062,1112,1045,2.0613,736.4366,706.6901,0.6656,1210,1194,-1.2986,1008.4307,1034.9653,5.9956,5042.2535,4471.831,4.0139,-2.5241,N/A,0.4918,3.9342,0.125,-12.8141,7303,867.982,906.1457,-12.3648,3200,4103,12.588,488.6217,379.3602,N/A,0.9968,0.7482,204.245,2.4861,1.0931,413.8255,5.0371,3.0555
g3XADYd4X9tJ5OreRKGZ,2/8/25,11:34:47,BASEB44, ,Countermovement Jump,,,806.741,0.4685,249.3356,-0.2639,9810.219,-8148.3862,2150,266.5044,1515.4672,187.8505,2147,266.1325,2043.2574,253.273,2422,300.2203,0.261,43.5,0.137,22.8333,0.202,33.6667,0.628,0.6,96.419,250.8238,620.728,347.2428,2.6014,-0.7824,-1.1813,1.7686,3.0319,3.1148,-1050.0167,-12.7682,-1376.8145,-16.7421,3303.8916,40.1754,72.8711,5992.6735,4.7974,1125,1022,-0.3791,754.8613,760.6058,0.7432,1220,1202,2.1757,1043.8564,999.401,15.3274,5656.9343,4153.2847,-0.856,4.2734,N/A,0.4951,3.4622,0.143,-14593.5908,7069,986.4651,876.2416,-4.3712,3380,3689,0.8987,497.6653,488.7999,N/A,1.0467,0.7809,206.9425,2.5164,1.1725,413.7855,5.0316,3.05
gtbMQRncJYZLDr2kxSsO,2/21/25,15:20:24,BASEB11,NA,Countermovement Jump,,,786.082,0.4745,244.4827,-0.361,7774.1935,-5523.6422,1994,253.6631,1619.9935,206.0845,2002,254.6808,1698.7239,216.1001,1993,253.5359,0.28,39.8293,0.155,22.0484,0.268,38.1223,0.664,0.703,128.6488,245.565,706.7265,374.2138,1.9088,-0.9996,-1.6096,1.7641,3.051,3.1436,-1455.447,-18.1634,-2089.4959,-26.0761,2782.7732,34.7279,64.8583,5197.1423,-3.996,961,1041,-2.0092,793.7226,826.271,-5.0677,946,1047,-1.9475,832.8209,865.903,-8.2158,3567.7419,4206.4516,-3.9106,-3.8378,N/A,0.6011,2.3664,0.254,-2.8367,7477,837.6262,951.173,-19.5399,3008,4469,26.5263,529.9088,307.7174,N/A,0.9445,0.6749,250.4915,3.126,1.6055,456.235,5.6936,3.0646
WosZF1W5N4yrQoipzwBa,2/21/25,15:20:16,BASEB11,NA,Countermovement Jump,,,784.818,0.4753,244.3175,-0.3252,6469.5122,-5676.1745,1846,235.2138,1505.1341,191.7813,1846,235.2138,1773.4696,225.9721,2031,258.7861,0.279,40.4348,0.164,23.7681,0.247,35.7971,0.66,0.69,117.5913,245.1015,685.253,362.6928,2.0843,-0.8927,-1.4703,1.7536,3.0539,3.1381,-1227.8518,-15.3478,-1764.4417,-22.055,2891.3999,36.1417,66.4469,5315.8776,5.6338,975,871,-4.0358,722.1951,782.939,0.6401,1022,1009,3.793,920.3684,853.1012,45.9001,4719.5122,1750,-7.958,7.3025,N/A,0.5859,2.4013,0.244,-4926.5164,7443,1021.9609,948.3727,-7.7791,3432,4011,2.8923,525.7598,496.2012,N/A,0.9565,0.6889,246.3015,3.0787,1.4699,438.9515,5.4868,3.0637
MsLE5Yf0PZdZNhJjS24L,2/18/25,15:22:34,BASEB11,NA,Countermovement Jump,,,779.216,0.4377,232.7692,-0.3225,7721.519,-6187.0055,1995,256.0266,1492.5886,191.55,1995,256.0266,1703.3532,218.5983,2000,256.6682,0.308,42.8969,0.158,22.0056,0.252,35.0975,0.636,0.718,112.0964,233.8571,665.432,345.9534,2.0862,-0.9153,-1.4157,1.7148,2.9305,3.0243,-1216.9373,-15.3207,-1740.2281,-21.9087,2694.0196,33.9166,62.3935,4955.9629,6.2657,1060,935,-0.1717,745.0127,747.5759,6.2,1062,938,3.4878,881.381,821.9722,19.5082,4613.9241,3107.5949,-0.4467,6.7428,N/A,0.5518,2.531,0.218,-5466.9018,7266,1040.2864,932.4757,-16.1299,3047,4219,26.8599,659.8532,380.4332,N/A,0.8858,0.6096,235.2125,2.9612,1.4112,430.2195,5.4163,2.9442
7QUEpNCp2DQYL8Jdlfn1,2/18/25,15:22:29,BASEB11,NA,Countermovement Jump,,,778.106,0.4451,234.4026,-0.313,7191.358,-6201.175,1941,249.4519,1486.3086,191.0162,1941,249.4519,1730.4106,222.3875,1985,255.1066,0.284,41.0405,0.162,23.4104,0.246,35.5491,0.634,0.692,114.1403,235.2219,666.8295,349.3623,2.0608,-0.9086,-1.4399,1.7237,2.9552,3.051,-1214.5806,-15.3129,-1754.8685,-22.1246,2753.7527,34.718,64.0539,5080.6065,6.543,1034,907,-3.4371,717.6111,768.6975,3.1738,1024,961,4.4529,903.7317,826.6789,21.8884,4382.716,2808.642,-6.76,8.5314,N/A,0.5361,3.0458,0.176,-8031.3049,8331,1006.1355,1070.6767,-10.3109,3736,4595,14.5086,576.0557,430.0799,N/A,0.9162,0.6433,240.1935,3.0282,1.439,426.636,5.3788,2.9656
V3SQprKJ3sS2O1P9NlmK,2/11/25,15:20:21,BASEB11,NA,Countermovement Jump,,,788.982,0.4756,245.6671,-0.3374,7246.988,-5901.7633,1991,252.3505,1426.9578,180.8606,1991,252.3505,1736.4808,220.0913,1991,252.3505,0.303,41.5638,0.166,22.7709,0.26,35.6653,0.659,0.729,105.2995,247.3297,688.7355,352.6292,2.3488,-0.9156,-1.3205,1.7589,3.0546,3.15,-1144.8011,-14.2342,-1530.2526,-19.0268,2835.3505,35.254,65.5154,5269.1587,-0.9543,986,1005,-3.9054,685.6145,741.3434,-1.3561,982,1009,0.0609,868.7692,867.7115,4.4057,3783.1325,3463.8554,-7.5574,0.1091,N/A,0.5881,2.5572,0.23,-5292.4632,7170,1032.7133,908.766,-19.1632,2898,4272,29.0377,666.2947,366.4186,N/A,0.904,0.6523,236.2705,2.9377,1.3093,452.465,5.6258,3.0752
2LYyN2C6DzgIjenvM15J,2/11/25,15:20:15,BASEB11,NA,Countermovement Jump,,,788.431,0.4774,245.977,-0.3218,9644.4444,-6504.6215,2093,265.4639,1668.4519,211.6167,2093,265.4639,1791.4245,227.2139,2122,269.1421,0.336,46.9274,0.135,18.8547,0.245,34.2179,0.666,0.716,118.1453,246.7654,664.5145,364.9107,2.0887,-0.8975,-1.4703,1.8246,3.0606,3.1566,-1351.1574,-16.8117,-2047.7845,-25.4794,2979.7863,37.0758,65.7763,5286.4518,-5.7812,986,1107,-4.7234,794.8222,873.6296,-4.524,1013,1109,-0.5434,890.8449,900.5796,-0.4608,4800,4844.4444,-9.0423,-1.1103,N/A,0.6105,2.8664,0.213,-5563.5072,6336,1008.3354,803.6214,-17.0455,2628,3708,-8.1171,463.2441,545.0913,N/A,0.9302,0.6668,224.5835,2.7944,1.47,439.931,5.4738,3.0704
UCZGzPLWOZ36ZVhTOxwE,2/25/25,15:23:04,BASEB49, ,Countermovement Jump,,,679.578,0.3764,188.246,-0.2849,7608.3916,-6190.8487,1764,259.5729,1342.3287,197.5239,1763,259.4257,1496.7229,220.243,1783,262.3687,0.22,37.037,0.143,24.0741,0.231,38.8889,0.586,0.594,94.2248,189.6295,538.0165,283.8543,2.0125,-0.8763,-1.3707,1.6683,2.7174,2.8374,-1050.5897,-15.1657,-1447.436,-20.8944,2244.8965,32.406,57.796,4003.7572,8.4515,956,807,5.5144,708.1748,634.1538,8.3567,966,817,11.0009,830.6883,666.0346,22.7941,4671.3287,2937.0629,10.3648,19.8056,N/A,0.4651,2.6574,0.175,-7176.9452,5360,846.0803,788.7248,1.6418,2724,2636,-10.7551,377.5417,468.5385,N/A,0.9865,0.6336,191.4045,2.763,1.3602,346.612,5.0035,2.7374
WKsuo8c41nVojWSnIpiv,2/25/25,15:22:57,BASEB49, ,Countermovement Jump,,,680.455,0.3682,186.4309,-0.2477,6473.6842,-6718.4935,1664,244.5423,1214.5592,178.4922,1664,244.5423,1540.7972,226.4363,1791,263.2062,0.264,41.7062,0.152,24.0126,0.217,34.2812,0.578,0.633,80.6883,187.5128,519.289,268.2011,2.3239,-0.7541,-1.1694,1.6141,2.6877,2.8004,-825.1544,-11.8961,-1104.642,-15.9254,2257.0345,32.5393,59.3122,4114.0938,8.8942,906,758,7.0943,650.3618,564.1974,9.9944,985,806,8.6271,836.8618,703.9355,17.0732,3789.4737,2684.2105,13.2019,15.8854,N/A,0.4497,2.4707,0.182,-6582.3947,6360,936.389,934.6687,-2.4843,3101,3259,-13.6951,404.0748,532.3142,N/A,0.9131,0.5817,184.1175,2.6544,1.1633,335.1715,4.8321,2.7033
pFBqtZ59HBmzfeDMxwEU,2/21/25,15:21:27,BASEB49, ,Countermovement Jump,,,674.86,0.3652,184.1468,-0.2065,10735.5372,-9604.2892,1983,293.8387,1341.843,198.8328,1975,292.6533,1694.9392,251.1542,2077,307.7675,0.223,42.4762,0.121,23.0476,0.181,34.4762,0.577,0.525,80.0494,185.6083,469.4655,265.6578,2.3187,-0.7891,-1.1754,1.6805,2.6768,2.7835,-925.2539,-13.4498,-1219.6222,-17.7289,2500.6743,36.3507,62.2361,4281.4125,15.7468,1143,832,8.7083,729.3471,612.4959,12.9514,1173,904,13.0098,957.7238,737.2155,29.3303,6942.1488,3793.3884,15.8806,23.0366,N/A,0.4488,2.466,0.182,-6599.7944,6098,860.4119,903.5948,5.0836,3204,2894,25.0769,538.0881,322.3239,N/A,1.099,0.6956,161.7075,2.3506,1.1636,307.758,4.4737,2.6981
R8D70oPXk9fLvwOCHVz8,2/21/25,15:21:21,BASEB49, ,Countermovement Jump,,,679.979,0.345,180.3462,-0.1945,10827.5862,-9942.4333,1934,284.4205,1324.9224,194.8475,1934,284.4205,1735.4386,255.2194,2185,321.3335,0.189,39.7059,0.116,24.3697,0.171,35.9244,0.577,0.476,74.1799,181.4376,450.7715,255.6175,2.4459,-0.6964,-1.0765,1.6601,2.6018,2.7226,-819.787,-11.827,-1135.0564,-16.3754,2505.8939,36.1523,62.7723,4351.0574,7.5491,1040,894,4.593,692.8879,632.0345,11.1213,1214,971,14.0174,989.3509,746.0877,11.7834,6051.7241,4775.8621,8.7295,24.5501,N/A,0.4711,2.5884,0.182,-5181.6572,6116,903.3695,899.4395,4.2511,3188,2928,5.681,477.3449,426.0246,N/A,1.2122,0.7249,153.0575,2.2081,1.0702,297.714,4.2951,2.6176
8AHFn4SXb3sdBXTbCynn,2/18/25,15:23:43,BASEB49, ,Countermovement Jump,,,684.061,0.3384,179.6829,-0.1853,9168.0672,-9644.4321,1787,261.234,1277.6387,186.7726,1778,259.9183,1647.6952,240.8696,2070,302.6046,0.236,43.5424,0.119,21.9557,0.187,34.5018,0.56,0.542,70.0847,181.0751,460.4825,251.1598,2.5837,-0.6589,-1.0156,1.6404,2.5768,2.7246,-752.9597,-10.7981,-1010.9924,-14.4985,2364.6959,33.9117,62.0523,4326.966,17.9978,1049,729,5.5045,673.9832,603.6555,14.686,1187,883,17.9713,971.9037,675.7914,37.3052,6294.1176,2873.9496,10.2296,30.4622,N/A,0.4283,2.5195,0.17,-8745.6691,5974,939.9646,873.3139,2.0422,3048,2926,15.3571,542.158,397.8066,N/A,1.0332,0.6244,151.488,2.1725,1.0051,308.9945,4.4312,2.5968
MGVERUpFD3LBowbmp2ts,2/18/25,15:23:37,BASEB49, ,Countermovement Jump,,,685.696,0.3,169.5815,-0.1553,9344.8276,-11394.5343,1770,258.1319,1235.1207,180.1266,1770,258.1319,1726.3129,251.7607,2230,325.217,0.195,41.1392,0.116,24.4726,0.163,34.3882,0.526,0.474,63.1883,170.4906,424.988,233.6788,2.6981,-0.5924,-0.9076,1.5325,2.4261,2.5433,-654.3891,-9.3621,-893.6676,-12.7854,2317.8444,33.1605,58.4611,4086.2934,21.2429,1073,697,5.7666,653.1724,581.9483,16.9507,1304,926,17.1851,1011.4908,714.8221,45.203,6784.4828,2560.3448,10.6352,29.3533,N/A,0.3751,2.2462,0.167,-8190.5782,5054,949.1027,737.0613,0.7519,2546,2508,18.4389,562.0534,387.0492,N/A,1.1097,0.6329,142.729,2.042,0.904,282.259,4.0382,2.4391
kL2Qu9s5hS3fY1UraaX0,2/14/25,15:32:12,BASEB49, ,Countermovement Jump,,,683.359,0.3505,182.6795,-0.2012,9212.5984,-9203.4622,1852,271.0142,1310.5827,191.7854,1852,271.0142,1675.8152,245.232,2044,299.1107,0.194,38.4158,0.127,25.1485,0.184,36.4356,0.564,0.505,79.0679,183.5214,475.114,262.5894,2.3211,-0.7289,-1.1378,1.6398,2.6225,2.7347,-853.1097,-12.2469,-1188.1037,-17.0559,2427.1281,34.8428,60.487,4213.4915,18.1425,1094,758,13.8797,746.2441,564.3386,17.9061,1205,839,16.4281,975.5598,700.2554,28.0342,5897.6378,3314.9606,24.2992,28.2269,N/A,0.4263,2.9198,0.146,-10237.7364,6329,1122.8903,926.1603,2.2594,3236,3093,-11.2291,498.4,624.4903,N/A,1.1168,0.6941,165.8545,2.3809,1.1351,309.2595,4.4396,2.6346
NJaDsYvDFwDXplvbKEZo,2/14/25,15:32:08,BASEB49, ,Countermovement Jump,,,682.533,0.3229,175.1344,-0.1839,7829.6296,-9452.7247,1738,254.6397,1182.037,173.1839,1738,254.6397,1636.0326,239.7001,2080,304.7472,0.188,37.0809,0.135,26.6272,0.184,36.2919,0.539,0.507,66.8995,176.2999,460.9275,243.1995,2.6353,-0.645,-0.9689,1.6022,2.5172,2.6542,-682.1186,-9.804,-872.993,-12.5475,2296.082,33.0014,59.5037,4139.9818,21.2888,1054,684,12.8911,667.2074,514.8296,15.4808,1201,879,18.5795,970,666.0326,41.9111,5555.5556,2274.0741,22.6863,31.343,N/A,0.3869,2.6871,0.144,-13416.8254,5965,1534.4524,873.9504,4.7108,3123,2842,8.0099,828.6803,705.7721,N/A,1.0631,0.637,159.0415,2.2859,0.9615,301.886,4.339,2.5339
gr6oIgFtoU2n8QQtCOQ8,2/11/25,15:20:18,BASEB49, ,Countermovement Jump,,,681.563,0.3629,185.3934,-0.2011,11354.5455,-9664.5582,1944,285.2268,1438.9818,211.1297,1936,284.053,1691.6304,248.1987,2072,304.0071,0.211,41.7822,0.11,21.7822,0.184,36.4356,0.571,0.505,82.6841,186.8064,469.87,269.4905,2.2593,-0.7658,-1.2009,1.6732,2.6684,2.7741,-977.4422,-14.0687,-1375.5039,-19.7982,2489.6084,35.8339,61.5739,4277.9292,11.2603,1077,859,6.9544,769.5273,669.4545,10.4247,1144,928,10.1144,931.3641,760.2663,23.779,7027.2727,4327.2727,12.8868,18.3794,N/A,0.4345,2.9355,0.148,-11783.9285,6928,1009.3788,1016.4871,0.0866,3467,3461,-25.1804,377.6067,631.7721,N/A,1.1307,0.7187,157.656,2.2692,1.1901,312.214,4.4938,2.6888
Waq4UgVFEgsTQwANJeEk,2/11/25,15:20:11,BASEB49, ,Countermovement Jump,,,683.124,0.3586,184.7111,-0.1968,9960,-9801.6679,1929,282.3792,1305.296,191.0775,1929,282.3792,1693.1967,247.8608,2066,302.4341,0.224,42.1053,0.125,23.4962,0.183,34.3985,0.574,0.532,77.143,185.7888,473.334,262.9318,2.4084,-0.741,-1.1139,1.6606,2.6525,2.7567,-851.8254,-12.2326,-1106.7598,-15.8936,2477.9114,35.584,61.5256,4284.3631,8.8647,1050,879,3.0007,672.232,633.064,9.6805,1133,933,10.6156,936.4699,756.7268,20,5976,3984,5.7028,19.1827,N/A,0.448,2.8903,0.155,-9415.3946,8288,908.8118,1213.2497,4.4884,4330,3958,6.0316,481.814,426.9978,N/A,1.0789,0.6741,162.5335,2.3341,1.1078,310.8005,4.4632,2.668
WY8InqUw5WWI7dvYO6tX,2/25/25,15:26:21,BASEB12,NA,Countermovement Jump,,,828.937,0.4704,256.697,-0.368,9123.4568,-6246.5368,2299,277.3432,1718.3765,207.2988,2302,277.7051,1838.4724,221.7868,2300,277.4638,0.26,38.4615,0.162,23.9645,0.254,37.574,0.632,0.676,143.3367,257.5555,745.73,400.8922,1.7969,-1.1076,-1.6972,1.8502,3.0379,3.1306,-1669.3035,-19.7553,-2370.9658,-28.059,3073.5955,36.3743,61.1448,5166.6895,0.0869,1152,1150,4.5934,898.6543,819.7222,-0.1739,1148,1152,0.2137,921.2008,917.2717,-3.7889,4388.8889,4734.5679,8.8223,0.4372,1120,0.5057,1.6633,0.304,-3914.3154,3162,1063.7429,381.4524,14.358,1808,1354,-10.8537,474.1438,589.5991,19.6026,0.9349,0.6958,277.6245,3.2855,1.6963,468.1055,5.5398,3.048
tPF5q31QWUF3jWCyFyLr,2/25/25,15:26:13,BASEB12,NA,Countermovement Jump,,,828.629,0.4538,252.0401,-0.3206,9240,-6902.0196,2213,267.0677,1681.72,202.9521,2213,267.0677,1891.3992,228.2565,2225,268.5158,0.249,39.0895,0.15,23.5479,0.238,37.3626,0.624,0.637,127.2642,254.0298,702.802,381.2939,1.9961,-1.0111,-1.5208,1.8249,2.9839,3.1044,-1489.0303,-17.6284,-2178.5713,-25.7917,3097.1391,36.6665,63.6594,5377.1726,1.0393,1118,1095,4.6278,879.7733,801.9467,2.1124,1136,1089,-0.7511,938.5966,952.8025,3.1746,4766.6667,4473.3333,8.8483,-1.4793,1820,0.4976,1.6754,0.297,-4329.8139,2840,973.144,342.7348,-9.6479,1283,1557,-11.2829,431.6725,541.4714,20.3017,0.9796,0.7124,251.5585,2.9782,1.5067,451.2435,5.3422,3.0074
01xrUT7xuYykcdaGfsuV,2/21/25,15:26:05,BASEB12,NA,Countermovement Jump,,,821.384,0.463,252.3459,-0.3132,10766.9173,-7180.3025,2249,273.8062,1757.218,213.9338,2249,273.8062,1863.6379,226.89,2249,273.8062,0.255,40.412,0.133,21.0777,0.243,38.5103,0.609,0.631,123.7434,254.3762,686.96,378.1196,2.0557,-0.9424,-1.4928,1.827,3.0138,3.1149,-1475.465,-17.6219,-2113.964,-25.2476,3070.537,36.6722,62.6228,5243.3591,0.8448,1134,1115,4.0717,914.3835,842.8346,0.7559,1133,1116,0.9928,941.07,922.5679,-5.4469,5090.2256,5676.6917,7.8778,1.9788,N/A,0.4431,1.5228,0.291,-5305.5372,3216,957.5898,391.5343,10.5721,1778,1438,24.245,594.8786,362.7112,N/A,0.9651,0.7337,232.9875,2.7826,1.4779,453.9725,5.4219,3.0381
BgYdr7yLczawTWPvqaoa,2/21/25,15:25:58,BASEB12,NA,Countermovement Jump,,,824.715,0.4345,245.4514,-0.3374,9144.8276,-6369.8585,2149,260.5749,1732.0345,210.0161,2149,260.5749,1796.2292,217.8,2150,260.6961,0.263,39.7882,0.145,21.9365,0.253,38.2753,0.596,0.661,130.8928,246.8521,705.9815,377.7449,1.8859,-0.9724,-1.5642,1.8021,2.9196,3.0542,-1511.2486,-17.9763,-2296.2106,-27.3135,2907.1043,34.5801,61.1465,5140.5127,4.2345,1120,1029,8.9251,943.3103,788.7241,4.093,1119,1031,-0.5356,893.3043,902.9249,-3.3183,4420.6897,4724.1379,16.4422,-1.0365,840,0.4335,1.3984,0.31,-4786.7891,4254,1116.6214,515.8146,8.4156,2306,1948,-6.6122,521.394,595.2274,12.4018,0.9017,0.6573,250.4765,2.9794,1.557,455.505,5.4182,2.9363
Oh5aQuX369PPBWokiL8f,2/18/25,15:26:13,BASEB12,NA,Countermovement Jump,,,815.8,0.4302,241.5915,-0.3239,10411.3475,-7083.462,2294,281.1964,1747.8865,214.2543,2292,280.9512,1838.7257,225.3893,2308,282.9125,0.253,40.0951,0.141,22.3455,0.237,37.5594,0.601,0.631,130.6817,243.5669,682.621,374.2486,1.8638,-1.0209,-1.5856,1.8253,2.9051,3.0282,-1574.3489,-18.9316,-2248.282,-27.0356,2974.7346,35.7712,59.8558,4977.6083,2.4433,1174,1118,4.8237,916.0993,831.7872,1.9931,1177,1131,-0.1749,917.7553,920.9705,-4.4959,4971.6312,5439.7163,9.2525,-0.3316,N/A,0.4495,1.6647,0.27,-5133.7989,2851,1015.9959,349.4729,12.5219,1604,1247,-4.5304,484.9836,531.0123,N/A,0.9525,0.6817,245.7095,2.9547,1.5714,436.9115,5.2539,2.9289
Gr61MKvVNT2lzLzd6qsA,2/18/25,15:26:07,BASEB12,NA,Countermovement Jump,,,816.917,0.4276,241.2118,-0.3207,9124.1379,-6668.7489,2139,261.8381,1695.8828,207.5955,2138,261.7157,1829.4226,223.9423,2139,261.8381,0.248,39.2405,0.145,22.943,0.239,37.8165,0.595,0.632,126.782,243.0413,683.5195,369.8234,1.917,-0.9709,-1.535,1.7415,2.8966,2.9932,-1469.7683,-17.6498,-2118.5857,-25.4412,2889.2666,34.6959,60.0587,5001.3229,1.4967,1085,1053,0.9609,856.0897,839.7931,1.7298,1088,1051,1.5269,928.6778,900.7448,-1.1338,4510.3448,4613.7931,1.9143,3.0209,N/A,0.4354,1.595,0.273,-4852.884,3381,1031.4676,413.8731,13.5759,1920,1461,-13.101,448.1676,583.3,N/A,0.9415,0.6766,245.235,2.9449,1.5225,438.2845,5.2632,2.9186
uQ8ILj4Tsf3R9RjML19f,2/14/25,15:24:58,BASEB12,NA,Countermovement Jump,,,826.6,0.466,254.7841,-0.3136,10758.8652,-7494.1994,2350,284.2971,1760.4043,212.9693,2346,283.8132,1946.1623,235.4418,2373,287.0796,0.25,40.3877,0.141,22.7787,0.228,36.8336,0.618,0.619,130.8969,256.4177,692.33,387.3146,1.9589,-1.0087,-1.5634,1.8462,3.0238,3.1083,-1564.1381,-18.563,-2199.3379,-26.1015,3221.0307,38.2268,63.3992,5342.076,1.7903,1194,1152,4.6157,920.8298,839.5745,1.0535,1199,1174,0.7638,980.5132,965.6491,2.3072,5503.5461,5255.3191,8.8323,1.5353,N/A,0.4664,1.7601,0.265,-5890.0152,3277,1051.8414,396.4433,14.556,1877,1400,4.595,550.0869,501.7545,N/A,0.9984,0.7528,247.4475,2.9367,1.5535,444.8825,5.2798,3.0431
V63flLlBeHh540Zhcha9,2/14/25,15:24:51,BASEB12,NA,Countermovement Jump,,,827.096,0.451,250.7959,-0.2736,10097.7444,-7895.1317,2160,261.1547,1728.6466,209.0019,2174,262.8474,1951.4777,235.9433,2225,269.0135,0.229,39.0785,0.133,22.6962,0.224,38.2253,0.607,0.586,119.2267,252.9135,667.4135,372.1402,2.1213,-0.9065,-1.4301,1.7395,2.9746,3.0513,-1397.9125,-16.5803,-1956.8735,-23.21,3109.3361,36.8791,64.3022,5421.4129,3.3119,1123,1051,2.9968,890.2256,838.4211,4,1157,1068,3.3869,1008.7857,942.692,9.0097,5503.7594,4593.985,5.7846,6.5635,N/A,0.4485,1.6368,0.274,-6106.1961,3960,1197.6843,478.7836,18.3333,2343,1617,-6.21,561.6543,636.03,N/A,1.0358,0.7696,229.2305,2.7189,1.4141,438.183,5.1972,2.9998
