Date,Code,Type,System Weight,Jump Height,Avg. Relative Propulsive Force,Peak Relative Propulsive Force,Time To Takeoff,Braking Net Impulse,Relative Peak Landing Force,L|R Peak Landing Force,L|R Avg. Landing Force,mRSI,L|R Avg. Braking Force
4/26/24,BASEB1,Countermovement Jump,741.371,0.5048,243.3486,284.8776,0.679,108.42,815.1115,4.6169,4.7086,0.7435,-9.6209
4/23/24,BASEB1,Countermovement Jump,737.324,0.5114,240.0391,297.02,0.732,117.0568,928.8996,2.5259,-6.9148,0.6986,-7.7152
4/23/24,BASEB1,Countermovement Jump,736.96,0.5321,253.0553,304.7655,0.702,114.4444,722.0202,15.2791,-2.8403,0.758,-14.0239
4/19/24,BASEB1,Countermovement Jump,738.274,0.4648,237.4899,279.0292,0.677,108.7213,691.2068,5.4282,-0.0055,0.6865,-9.4419
4/19/24,BASEB1,Countermovement Jump,738.847,0.4862,246.4701,287.881,0.681,103.4394,702.5812,6.8002,-6.6849,0.7139,-10.9876
4/16/24,BASEB1,Countermovement Jump,730.371,0.5159,255.5076,298.6154,0.627,107.1332,642.4132,-5.7545,3.7526,0.8228,-9.7003
4/11/24,BASEB1,Countermovement Jump,747.418,0.4882,234.2015,279.3617,0.672,113.0792,693.8554,-7.9445,-4.0216,0.7265,-5.4137
4/11/24,BASEB1,Countermovement Jump,749.774,0.4855,242.7374,290.0874,0.647,109.2267,620.587,1.354,-5.2944,0.7504,-12.6981
4/8/24,BASEB1,Countermovement Jump,743.64,0.4991,241.8177,279.8397,0.701,113.618,504.0073,-6.19,-0.8025,0.7119,-13.3015
4/4/24,BASEB1,Countermovement Jump,759.091,0.4621,232.2554,271.7724,0.69,109.3323,617.7125,-11.9642,-8.4017,0.6697,-12.0572
4/4/24,BASEB1,Countermovement Jump,759.976,0.4425,234.713,290.2723,0.742,99.3402,760.5503,-2.9758,12.5063,0.5963,-16.6255
4/4/24,BASEB1,Countermovement Jump,760.697,0.4628,235.4813,290.6545,0.674,101.0778,602.7367,-8.5714,-13.3421,0.6867,-10.6346
3/28/24,BASEB1,Countermovement Jump,743.065,0.4476,234.1796,281.9403,0.775,102.1055,573.974,-10.762,-15.7913,0.5776,-17.5552
3/28/24,BASEB1,Countermovement Jump,743.336,0.4415,231.2695,286.1425,0.768,97.5722,642.6434,-3.7471,-27.5678,0.5748,-11.6886
3/19/24,BASEB1,Countermovement Jump,747.203,0.4806,246.8139,299.7847,0.751,105.5583,676.3891,-13.4151,-11.6634,0.6399,-12.6462
3/14/24,BASEB1,Countermovement Jump,756.948,0.4272,233.7889,286.2812,0.829,97.4097,574.412,-13.4775,10.5218,0.5153,-16.0145
3/7/24,BASEB1,Countermovement Jump,757.819,0.5298,254.4087,305.6139,0.658,120.2987,542.0819,38.2181,4.985,0.8052,-9.8171
3/6/24,BASEB1,Countermovement Jump,741.49,0.5356,247.2115,304.1174,0.691,117.5993,613.899,10.2812,-15.3376,0.7751,-15.4753
2/29/24,BASEB1,Countermovement Jump,754.585,0.5163,256.6635,305.3334,0.667,113.4123,760.1529,6.311,-4.625,0.774,-10.016
2/20/24,BASEB1,Countermovement Jump,757.04,0.5169,249.5275,291.5302,0.656,116.4465,806.6945,-6.4025,7.3721,0.7879,-12.3531
2/20/24,BASEB1,Countermovement Jump,757.499,0.4918,253.59,299.5383,0.639,114.5476,609.1097,10.9233,-13.9744,0.7696,-16.8705
2/15/24,BASEB1,Countermovement Jump,762.17,0.5078,248.2096,290.224,0.707,109.648,539.5122,-5.0097,-21.1137,0.7182,-14.8216
2/15/24,BASEB1,Countermovement Jump,762.192,0.5075,251.9805,293.4956,0.663,112.2831,819.3474,7.7662,-8.5217,0.7655,-16.8313
2/13/24,BASEB1,Countermovement Jump,776.647,0.5129,253.6521,304.1279,0.604,121.6637,419.2381,31.5725,-22.7351,0.8492,-14.2999
2/8/24,BASEB1,Countermovement Jump,766.677,0.5221,243.8282,279.7788,0.711,112.5334,717.5121,-0.9635,6.1242,0.7343,-11.5723
2/8/24,BASEB1,Countermovement Jump,765.777,0.5441,255.8979,304.7885,0.641,114.0919,641.44,-5.6189,-4.0834,0.8489,-4.3168
2/8/24,BASEB1,Countermovement Jump,767.505,0.5384,251.1346,294.8515,0.665,120.8238,628.921,9.0118,-26.604,0.8097,-12.1947
2/6/24,BASEB1,Countermovement Jump,779.47,0.527,248.3129,294.6874,0.776,125.7228,697.7818,26.6409,6.325,0.6791,-16.0848
2/6/24,BASEB1,Countermovement Jump,778.414,0.5563,243.5121,306.6492,0.666,127.2681,855.2004,10.4101,4.5954,0.8353,-8.6571
2/6/24,BASEB1,Countermovement Jump,778.687,0.5386,258.7339,315.6596,0.614,125.5554,864.2754,4.7548,-2.2951,0.8772,-8.2887
2/1/24,BASEB1,Countermovement Jump,782.367,0.5088,242.4642,292.3181,0.666,129.037,678.5818,7.8923,-46.0343,0.764,-9.1037
2/1/24,BASEB1,Countermovement Jump,782.13,0.5023,252.9265,297.0094,0.713,114.2769,732.8705,4.501,2.8715,0.7045,-16.3146
1/30/24,BASEB1,Countermovement Jump,783.105,0.5431,259.7463,314.3895,0.639,125.8132,624.3096,42.115,2.9503,0.85,-16.0069
1/30/24,BASEB1,Countermovement Jump,782.35,0.5319,258.8946,310.0914,0.653,111.305,596.2804,7.0096,2.2005,0.8146,-8.9542
1/25/24,BASEB1,Countermovement Jump,780.674,0.524,245.1977,295.2577,0.681,122.8171,721.0436,27.1274,-6.115,0.7694,-10.2812
1/23/24,BASEB1,Countermovement Jump,785.861,0.5255,253.7661,300.1803,0.646,121.7829,824.7006,10.3533,-0.6743,0.8135,-9.1941
1/23/24,BASEB1,Countermovement Jump,786.049,0.5182,251.4128,301.2535,0.626,127.1825,797.7874,9.9665,-14.966,0.8279,-8.7314
1/18/24,BASEB1,Countermovement Jump,778.496,0.5036,237.3621,283.3669,0.708,110.6607,661.532,2.6408,-5.33,0.7113,-13.1589
1/16/24,BASEB1,Countermovement Jump,774.438,0.4805,235.067,275.4255,0.77,114.846,648.0829,-11.1377,3.4378,0.624,-9.5724
1/16/24,BASEB1,Countermovement Jump,773.161,0.5054,247.662,290.4958,0.707,106.5872,675.4091,0.766,-19.9792,0.7148,-10.1765
1/15/24,BASEB1,Countermovement Jump,782.455,0.5193,244.8981,294.33,0.751,122.0704,493.4469,74.877,-6.1408,0.6914,-10.024
1/15/24,BASEB1,Countermovement Jump,782.857,0.5198,252.7854,300.1825,0.623,121.6194,524.6169,11.3708,-19.1219,0.8343,-10.6835
4/26/24,BASEB2,Countermovement Jump,778.311,0.4879,218.031,291.0148,0.777,142.6316,715.6522,-3.3393,24.5375,0.6279,-11.4904
4/23/24,BASEB2,Countermovement Jump,784.547,0.4815,221.9551,291.3783,0.73,135.8845,797.6578,-16.1393,-21.5537,0.6596,-7.1008
4/19/24,BASEB2,Countermovement Jump,784.42,0.4812,226.3245,290.6606,0.688,140.171,633.4617,-11.934,-16.5302,0.6994,-6.1318
4/16/24,BASEB2,Countermovement Jump,778.329,0.4682,227.8068,295.2479,0.706,128.8284,736.1925,-12.9843,-31.9406,0.6632,-7.4895
4/11/24,BASEB2,Countermovement Jump,791.839,0.4577,214.0097,277.708,0.754,140.9558,874.0413,-9.4062,-22.5761,0.607,-0.8672
4/11/24,BASEB2,Countermovement Jump,794.644,0.4355,214.3667,275.0917,0.756,127.902,817.8505,-7.278,16.797,0.5761,-6.697
4/8/24,BASEB2,Countermovement Jump,809.664,0.4719,218.001,281.3513,0.765,132.0074,798.8499,3.4323,-7.1316,0.6168,-6.1532
4/8/24,BASEB2,Countermovement Jump,809.171,0.4635,218.97,274.8492,0.755,134.845,741.4996,-3.2667,-9.3654,0.6139,-6.9381
4/4/24,BASEB2,Countermovement Jump,802.707,0.4606,223.3186,291.6382,0.694,137.5476,843.8945,-10.0974,-41.4551,0.6637,-3.9432
4/4/24,BASEB2,Countermovement Jump,803.565,0.4495,222.0826,275.1489,0.705,130.5528,823.4555,-13.4351,26.7393,0.6375,-9.5703
3/28/24,BASEB2,Countermovement Jump,785.865,0.2598,228.6076,306.7957,0.664,137.1957,323.2107,-4.3307,-23.3067,0.3912,-3.3928
3/28/24,BASEB2,Countermovement Jump,785.558,0.2513,228.811,304.3696,0.635,131.3787,796.122,-0.3518,-19.0178,0.3957,-7.3379
3/26/24,BASEB2,Countermovement Jump,796.444,0.4681,228.7127,300.335,0.697,137.1517,844.5038,-2.4978,-6.1229,0.6717,-9.5735
3/21/24,BASEB2,Countermovement Jump,804.824,0.4447,212.1141,274.7184,0.766,136.1872,891.375,-8.5308,-8.1251,0.5805,-8.2121
3/19/24,BASEB2,Countermovement Jump,824.243,0.4508,210.6974,276.8601,0.77,136.3456,646.7753,-37.16,-16.227,0.5855,-3.6685
3/19/24,BASEB2,Countermovement Jump,826.351,0.4239,210.9214,269.4981,0.762,134.3627,893.688,0.3114,19.1543,0.5563,-5.9225
3/14/24,BASEB2,Countermovement Jump,793.362,0.4428,208.4193,264.9484,0.778,128.4473,589.5165,-14.7317,-31.059,0.5691,-5.0398
3/14/24,BASEB2,Countermovement Jump,795.387,0.4109,206.3658,258.1133,0.811,118.6633,757.6186,2.6884,38.6821,0.5067,-7.239
3/7/24,BASEB2,Countermovement Jump,792.201,0.4886,223.3343,293.2337,0.7,143.4442,820.1201,-2.3241,-29.0476,0.698,-6.6733
3/7/24,BASEB2,Countermovement Jump,791.235,0.4818,221.9271,299.4054,0.728,145.301,951.424,-5.2869,-6.2967,0.6618,-6.4137
3/6/24,BASEB2,Countermovement Jump,785.933,0.498,228.1574,294.0454,0.725,134.9035,984.8168,-4.2119,-37.8394,0.6869,-6.9652
2/29/24,BASEB2,Countermovement Jump,795.892,0.4548,215.2007,296.8996,0.734,151.3636,1025.6417,-4.5204,2.331,0.6196,-6.9095
2/29/24,BASEB2,Countermovement Jump,793.436,0.4648,223.3138,298.0707,0.708,139.8864,941.2227,-2.0621,12.1154,0.6566,-7.1386
2/29/24,BASEB2,Countermovement Jump,794.087,0.4721,222.6825,292.4113,0.786,142.8027,990.0678,-5.5457,-12.4668,0.6007,-7.3189
2/15/24,BASEB2,Countermovement Jump,790.328,0.5001,236.196,300.2551,0.663,141.9505,1085.8783,-6.2922,7.5042,0.7543,-6.7608
2/13/24,BASEB2,Countermovement Jump,794.824,0.4861,226.3793,302.3311,0.702,144.1624,1101.3759,-5.9173,-6.9356,0.6925,-4.1626
2/13/24,BASEB2,Countermovement Jump,795.397,0.4933,231.1357,310.6625,0.677,143.9822,1116.1722,-4.9786,-24.824,0.7286,-6.6361
2/8/24,BASEB2,Countermovement Jump,807.804,0.4662,216.497,292.6452,0.722,151.7389,1109.7989,-13.865,-25.931,0.6457,-5.2684
2/8/24,BASEB2,Countermovement Jump,809.292,0.4528,215.1254,284.6933,0.749,146.5667,1121.9683,1.5639,-24.4701,0.6046,-7.1379
2/8/24,BASEB2,Countermovement Jump,806.948,0.471,217.9729,283.7853,0.763,140.1474,792.3683,3.253,13.5275,0.6173,-4.2992
2/6/24,BASEB2,Countermovement Jump,813.31,0.5061,214.5041,308.4925,0.741,164.1904,951.1748,-12.1251,0.278,0.683,-7.5353
2/6/24,BASEB2,Countermovement Jump,814.02,0.4846,212.6352,300.484,0.746,156.2976,946.5369,3.1278,-6.1606,0.6496,-5.8441
2/6/24,BASEB2,Countermovement Jump,814.088,0.5005,219.5887,294.6856,0.751,153.576,709.3828,5.1775,-25.9374,0.6665,-3.4893
2/1/24,BASEB2,Countermovement Jump,785.401,0.5284,230.8553,306.0857,0.696,147.8325,781.6389,-16.7617,-20.4009,0.7592,-2.3916
2/1/24,BASEB2,Countermovement Jump,785.882,0.5091,229.92,301.063,0.687,141.0396,579.2218,-44.3761,-27.1545,0.741,-6.2321
1/30/24,BASEB2,Countermovement Jump,798.466,0.5172,232.921,305.3355,0.675,144.3948,838.2323,-1.3297,-35.359,0.7662,-5.4312
1/30/24,BASEB2,Countermovement Jump,797.43,0.5262,234.1852,309.6197,0.668,149.0424,525.8142,-62.1274,-22.4559,0.7877,-4.8476
1/25/24,BASEB2,Countermovement Jump,799.331,0.5267,226.3254,302.2528,0.707,154.077,718.4758,-15.6538,-32.699,0.7449,-9.0532
1/25/24,BASEB2,Countermovement Jump,799.167,0.538,241.527,307.9456,0.651,136.4141,699.8537,-13.4275,-38.0388,0.8264,-1.3891
1/23/24,BASEB2,Countermovement Jump,805.156,0.5,226.5164,301.5565,0.687,153.863,728.5545,2.4548,-9.8117,0.7278,-6.2968
1/23/24,BASEB2,Countermovement Jump,805.114,0.5277,240.026,305.7952,0.646,143.0284,986.5684,-18.1418,-9.6618,0.8169,-5.924
1/18/24,BASEB2,Countermovement Jump,790.239,0.4827,222.7718,265.7424,0.724,125.4607,715.3532,3.308,-19.5409,0.6668,-8.6071
1/16/24,BASEB2,Countermovement Jump,780.641,0.5031,239.5439,309.105,0.629,147.4951,679.1854,-36.5522,-9.2382,0.7999,-10.0328
1/16/24,BASEB2,Countermovement Jump,780.894,0.5021,232.7095,300.681,0.653,145.7957,853.637,-4.0204,-11.2676,0.7689,-6.8068
1/15/24,BASEB2,Countermovement Jump,779.645,0.5233,240.248,317.9652,0.644,145.6843,963.5154,-4.4462,-37.0611,0.8126,-5.041
1/15/24,BASEB2,Countermovement Jump,778.426,0.5088,242.4892,313.3246,0.638,144.4674,787.3581,-78.7241,-10.9627,0.7976,-5.3606
4/26/24,BASEB3,Countermovement Jump,840.836,0.4133,209.863,293.8742,0.79,143.0742,301.6046,36.7508,28.57,0.5232,1.0924
4/26/24,BASEB3,Countermovement Jump,839.184,0.3974,213.2604,281.2256,0.748,135.1515,334.0149,7.8844,-17.3172,0.5313,10.9342
4/23/24,BASEB3,Countermovement Jump,826.53,0.4201,215.5423,303.9212,0.676,151.5498,351.9533,20.8663,12.6944,0.6214,8.7178
4/19/24,BASEB3,Countermovement Jump,839.406,0.4152,217.4646,299.3784,0.756,148.0139,321.4178,6.6716,8.3566,0.5492,13.1561
4/16/24,BASEB3,Countermovement Jump,822.87,0.4409,219.3282,307.9466,0.743,144.6847,312.5646,25.7387,27.8739,0.5934,9.7273
4/11/24,BASEB3,Countermovement Jump,841.932,0.403,208.2138,288.9782,0.784,141.7289,426.6378,20.9354,23.585,0.5141,10.9724
4/11/24,BASEB3,Countermovement Jump,840.406,0.414,216.907,299.8551,0.74,151.2051,444.4281,22.0348,30.7375,0.5595,12.6549
4/11/24,BASEB3,Countermovement Jump,845.328,0.3906,214.1305,278.945,0.797,134.6394,487.858,10.6208,-3.6466,0.4901,12.3853
4/8/24,BASEB3,Countermovement Jump,842.558,0.4193,220.8389,297.9023,0.649,143.2246,380.864,-3.272,3.8294,0.646,8.9224
4/4/24,BASEB3,Countermovement Jump,849.503,0.4267,219.4148,304.531,0.722,152.0381,456.6199,18.2263,28.0277,0.591,4.6081
4/4/24,BASEB3,Countermovement Jump,851.333,0.4316,220.9763,300.47,0.821,144.0389,360.1411,36.4644,12.1997,0.5258,8.8467
3/28/24,BASEB3,Countermovement Jump,845.893,0.225,207.0953,302.1659,0.632,156.267,335.267,16.6432,-3.4285,0.356,6.6807
3/28/24,BASEB3,Countermovement Jump,847.391,0.4043,213.3762,302.9298,0.79,145.9802,384.4742,7.8576,2.6,0.5117,7.227
3/26/24,BASEB3,Countermovement Jump,850.713,0.3882,209.8551,289.1692,0.731,138.7762,533.5524,28.6186,32.7426,0.531,4.9296
3/19/24,BASEB3,Countermovement Jump,835.83,0.4009,213.8409,302.5735,0.767,142.0711,273.1417,-3.6356,-4.7636,0.5226,8.5142
3/19/24,BASEB3,Countermovement Jump,834.633,0.4028,213.0679,289.2289,0.787,133.3592,359.1998,1.5344,20.2057,0.5118,4.6752
3/14/24,BASEB3,Countermovement Jump,843.239,0.4139,212.5084,298.1361,0.786,147.0481,539.586,-3.0769,7.7607,0.5267,5.73
3/14/24,BASEB3,Countermovement Jump,844.431,0.397,210.3228,299.7285,0.732,145.7381,372.0849,-26.0344,-15.8156,0.5424,14.5456
3/7/24,BASEB3,Countermovement Jump,849.928,0.407,223.6585,296.4957,0.606,150.9738,462.0391,-12.7069,8.4868,0.6716,-0.7657
3/6/24,BASEB3,Countermovement Jump,853.471,0.4104,223.0011,284.1338,0.635,139.9853,495.2717,13.5084,6.4189,0.6464,4.2198
2/29/24,BASEB3,Countermovement Jump,860.135,0.4006,214.3229,300.3017,0.671,144.384,325.5303,-14.2857,4.2074,0.5971,2.9556
2/29/24,BASEB3,Countermovement Jump,859.705,0.413,216.9733,301.4988,0.754,144.9248,540.6506,-17.2547,-8.9092,0.5477,8.6597
2/27/24,BASEB3,Countermovement Jump,841.909,0.4245,220.0511,302.6455,0.682,146.9118,425.5804,-31.175,-34.4272,0.6224,12.6352
2/27/24,BASEB3,Countermovement Jump,841.714,0.4292,232.5484,300.5772,0.625,136.5778,553.5134,18.6521,31.2366,0.6867,2.0854
2/13/24,BASEB3,Countermovement Jump,856.264,0.4392,224.2593,304.9293,0.655,142.9582,520.4003,16.4273,31.6185,0.6705,8.9402
2/8/24,BASEB3,Countermovement Jump,850.681,0.3942,207.5239,296.4684,0.697,147.1343,343.2544,11.5753,6.7325,0.5655,5.1926
2/8/24,BASEB3,Countermovement Jump,849.843,0.4055,220.7068,295.937,0.718,139.1301,493.0322,-17.1838,3.6867,0.5648,7.6386
2/8/24,BASEB3,Countermovement Jump,850.676,0.4089,216.1923,285.3025,0.746,138.3308,498.8973,3.6758,33.8356,0.5481,6.078
2/7/24,BASEB3,Countermovement Jump,855.932,0.3822,212.6097,292.5466,0.695,143.9711,439.4041,-20.4467,4.7872,0.5499,3.8437
2/7/24,BASEB3,Countermovement Jump,855.782,0.3734,211.3847,285.1193,0.683,133.9301,456.5415,-6.3732,30.6783,0.5466,3.8575
2/7/24,BASEB3,Countermovement Jump,854.325,0.3908,223.4579,291.8093,0.65,139.0949,497.3517,6.9428,15.2219,0.6012,5.8729
2/1/24,BASEB3,Countermovement Jump,850.736,0.3349,210.6636,253.5452,0.686,107.6185,486.9901,-17.3546,4.2528,0.4882,2.4024
1/30/24,BASEB3,Countermovement Jump,853.645,0.439,220.6287,308.5592,0.655,153.4085,437.7698,-6.5561,6.5515,0.6702,5.2581
1/30/24,BASEB3,Countermovement Jump,849.218,0.4569,228.8494,304.0444,0.669,142.1698,456.7732,7.2957,39.76,0.683,3.6492
1/25/24,BASEB3,Countermovement Jump,872.697,0.3837,211.9975,281.541,0.665,137.0298,464.3078,-19.151,-15.3752,0.577,9.0355
1/25/24,BASEB3,Countermovement Jump,872.12,0.4229,219.6148,296.8628,0.677,144.333,574.0036,-14.3428,39.4098,0.6246,8.316
1/23/24,BASEB3,Countermovement Jump,859.196,0.4212,217.0337,294.1122,0.676,149.9585,365.5743,-3.5976,26.9916,0.623,11.248
1/23/24,BASEB3,Countermovement Jump,860.212,0.3854,217.8713,299.4611,0.633,151.6273,603.3396,-26.7823,48.5335,0.6088,1.6368
1/18/24,BASEB3,Countermovement Jump,858.691,0.3874,213.8486,280.1939,0.703,136.4527,552.9346,-26.2426,37.1488,0.5511,15.4852
1/16/24,BASEB3,Countermovement Jump,871.047,0.3956,223.7943,297.8025,0.629,140.4326,512.3719,4.0556,10.2691,0.6289,7.7564
1/16/24,BASEB3,Countermovement Jump,871.529,0.3798,211.6154,273.5422,0.68,130.7873,502.4503,21.0779,18.8523,0.5585,6.958
4/26/24,BASEB4,Countermovement Jump,854.635,0.4373,224.9064,269.7058,0.656,129.4239,589.1404,-14.7567,13.139,0.6666,3.4648
4/23/24,BASEB4,Countermovement Jump,857.181,0.4271,220.0923,271.2379,0.714,131.3524,741.8503,13.2883,7.083,0.5982,3.9703
4/19/24,BASEB4,Countermovement Jump,852.84,0.4291,219.1383,269.9217,0.701,134.3977,915.1775,6.7265,-4.9964,0.6121,0.1781
4/16/24,BASEB4,Countermovement Jump,866.627,0.4367,226.2845,276.9358,0.648,134.5255,589.527,13.76,-2.1712,0.674,7.0281
4/11/24,BASEB4,Countermovement Jump,867.039,0.4168,219.2957,261.2339,0.693,126.7729,813.4582,9.939,6.6006,0.6015,0.263
4/8/24,BASEB4,Countermovement Jump,852.324,0.4281,221.185,259.5257,0.677,122.2971,654.3286,-15.6536,-0.7495,0.6323,3.6295
4/4/24,BASEB4,Countermovement Jump,870.335,0.4463,223.6094,265.7597,0.691,130.3464,801.5304,8.8303,11.2607,0.6459,0.9493
3/28/24,BASEB4,Countermovement Jump,870.537,0.4443,218.1646,266.9617,0.675,137.3473,417.5584,-56.5337,2.5134,0.6582,1.6585
3/28/24,BASEB4,Countermovement Jump,870.713,0.2225,211.8953,260.7059,0.64,133.5144,423.1015,19.4354,2.4939,0.3477,-2.3831
3/26/24,BASEB4,Countermovement Jump,873.317,0.4411,215.7755,255.5773,0.751,128.0919,540.6971,40.576,4.1011,0.5874,2.3922
3/19/24,BASEB4,Countermovement Jump,860.105,0.4374,224.5685,257.0616,0.672,117.616,820.0162,1.4037,-6.769,0.6509,2.5788
3/14/24,BASEB4,Countermovement Jump,863.457,0.4142,205.7138,258.8432,0.715,139.0351,657.9366,-10.0863,-2.7397,0.5794,0.8738
3/14/24,BASEB4,Countermovement Jump,862.882,0.4304,220.8508,260.4064,0.678,120.0342,603.9064,-9.6527,14.5923,0.6348,0.3509
3/7/24,BASEB4,Countermovement Jump,862.815,0.4361,231.9712,280.1296,0.656,126.4687,935.5424,4.1873,-15.2703,0.6647,2.1015
3/6/24,BASEB4,Countermovement Jump,861.806,0.4307,222.9213,270.9426,0.68,131.0083,1051.2807,3.3113,0.2073,0.6334,2.5566
2/29/24,BASEB4,Countermovement Jump,869.212,0.4164,217.2175,256.4392,0.73,116.6826,639.3147,11.1751,2.3813,0.5705,1.672
2/13/24,BASEB4,Countermovement Jump,860.013,0.4319,224.2902,274.2982,0.659,131.4382,958.939,-3.4558,5.5359,0.6554,2.6567
2/8/24,BASEB4,Countermovement Jump,866.792,0.4287,198.639,252.8865,0.828,144.9346,838.7249,11.6919,0.5338,0.5177,0.7642
2/8/24,BASEB4,Countermovement Jump,861.23,0.4521,205.4883,256.0292,0.773,139.0799,622.5979,12.1969,-0.7378,0.5849,-0.781
2/8/24,BASEB4,Countermovement Jump,867.177,0.439,214.6018,265.1131,0.72,130.5954,803.2962,14.4129,15.3202,0.6097,4.3227
2/7/24,BASEB4,Countermovement Jump,872.434,0.4082,201.2287,253.6582,0.754,142.4569,497.9173,54.0516,2.4985,0.5414,1.1896
2/7/24,BASEB4,Countermovement Jump,872.813,0.4067,204.2688,259.964,0.734,143.8082,610.5546,5.7234,-5.1638,0.5541,0.494
2/7/24,BASEB4,Countermovement Jump,873.627,0.3963,218.3656,265.674,0.702,130.9397,855.8572,-1.6985,1.4167,0.5646,5.5606
2/1/24,BASEB4,Countermovement Jump,869.471,0.4248,218.6937,276.3749,0.682,139.1417,910.4386,3.9414,-15.7311,0.6228,5.992
2/1/24,BASEB4,Countermovement Jump,869.001,0.4058,229.9026,288.262,0.651,125.6299,537.1685,-82.0908,-17.0043,0.6233,-0.8255
1/30/24,BASEB4,Countermovement Jump,868.41,0.4384,207.6241,263.47,0.752,141.7688,831.9803,-4.0554,-14.6866,0.5829,1.298
1/30/24,BASEB4,Countermovement Jump,869.322,0.4356,215.4258,263.1936,0.703,140.1408,889.7739,6.9683,-7.9494,0.6196,1.2047
1/25/24,BASEB4,Countermovement Jump,870.926,0.4278,203.6792,258.2309,0.779,142.3494,797.5419,3.6856,-9.098,0.5491,1.4685
1/25/24,BASEB4,Countermovement Jump,872.531,0.4086,217.8256,264.174,0.707,138.4536,852.6918,4.7043,-4.876,0.578,-3.2805
1/23/24,BASEB4,Countermovement Jump,863.597,0.424,201.3126,245.1375,0.815,132.0694,814.5003,-6.1985,-31.4337,0.5202,-0.3158
1/23/24,BASEB4,Countermovement Jump,864.729,0.4335,215.8347,258.3468,0.737,129.7699,826.1548,-3.5274,-4.5717,0.5882,3.3489
1/18/24,BASEB4,Countermovement Jump,866.636,0.4208,216.0414,258.9322,0.755,127.5866,1011.8435,-5.0747,-8.1264,0.5573,0.8538
1/16/24,BASEB4,Countermovement Jump,854.82,0.4308,215.1253,253.8546,0.747,115.3596,788.3531,-2.0923,-1.8128,0.5768,-1.0791
1/16/24,BASEB4,Countermovement Jump,853.09,0.4531,212.0687,253.4316,0.787,131.1778,1010.6788,-0.2088,3.555,0.5758,-0.8674
1/15/24,BASEB4,Countermovement Jump,859.92,0.4092,215.3225,264.6758,0.726,127.5751,968.6948,11.7647,8.5075,0.5637,-0.6126
1/15/24,BASEB4,Countermovement Jump,857.251,0.4246,216.5747,264.45,0.701,130.5856,715.893,-30.6502,-32.0991,0.6057,0.7736
4/26/24,BASEB5,Countermovement Jump,855.262,0.3753,234.0459,289.0342,0.659,90.1611,745.9702,-8.4953,-7.8755,0.5695,16.6214
4/23/24,BASEB5,Countermovement Jump,844.586,0.389,234.3724,292.8062,0.77,99.4946,758.7149,2.216,-19.6237,0.5052,23.493
4/23/24,BASEB5,Countermovement Jump,843.975,0.3848,239.8874,297.5207,0.676,93.9809,601.3211,-12.2759,5.985,0.5692,15.0408
4/19/24,BASEB5,Countermovement Jump,845.099,0.4022,226.8515,273.2224,0.763,96.4834,545.9715,-24.9675,4.7885,0.5271,17.2643
4/19/24,BASEB5,Countermovement Jump,845.348,0.3737,222.708,276.9274,0.698,92.1979,680.4298,-5.5981,1.6331,0.5354,13.6298
4/16/24,BASEB5,Countermovement Jump,841.457,0.391,241.9959,299.8371,0.682,93.9846,945.1463,-6.8276,-4.0009,0.5734,15.4006
4/11/24,BASEB5,Countermovement Jump,847.317,0.3678,240.6722,296.8193,0.613,94.4463,590.688,-24.7153,-23.9627,0.5999,21.0829
4/8/24,BASEB5,Countermovement Jump,849.35,0.3976,230.5534,277.7418,0.674,106.063,772.5908,-5.2423,-5.7186,0.5899,11.8897
4/4/24,BASEB5,Countermovement Jump,850.094,0.3948,232.0072,280.3219,0.623,104.6069,826.1439,1.3242,-3.9283,0.6337,10.6567
3/28/24,BASEB5,Countermovement Jump,858.632,0.3819,234.7904,288.7151,0.665,92.9976,692.9628,-20.2353,-4.3532,0.5744,14.9352
3/26/24,BASEB5,Countermovement Jump,856.091,0.3899,240.9564,300.5522,0.595,101.5818,796.5275,-8.1097,-15.4728,0.6553,11.7854
3/19/24,BASEB5,Countermovement Jump,864.612,0.4014,242.8806,309.6186,0.585,108.7587,847.8948,-0.4229,17.5893,0.6861,18.7381
3/19/24,BASEB5,Countermovement Jump,863.41,0.3945,235.7776,294.0666,0.613,107.9942,750.2809,0.1852,5.118,0.6436,15.0301
3/19/24,BASEB5,Countermovement Jump,864.82,0.3739,246.5173,306.6534,0.757,93.8794,599.1998,-7.2559,-12.0667,0.4939,14.9484
3/14/24,BASEB5,Countermovement Jump,857.961,0.3752,224.422,276.9357,0.634,110.4302,761.2234,-5.895,15.7404,0.5919,9.2955
3/14/24,BASEB5,Countermovement Jump,858.896,0.3693,244.1714,312.4942,0.626,104.8025,698.4548,-6.151,0.9454,0.5899,15.9677
3/7/24,BASEB5,Countermovement Jump,850.222,0.4177,239.496,297.5693,0.665,102.9164,877.6531,-10.9622,-8.66,0.6282,17.3936
3/6/24,BASEB5,Countermovement Jump,858.219,0.4155,238.5978,296.8939,0.7,107.9462,829.2755,-9.7091,-12.3097,0.5936,21.4785
2/29/24,BASEB5,Countermovement Jump,871.383,0.3843,237.8251,301.8191,0.632,116.0202,754.2034,-5.3865,-19.9971,0.6081,21.8529
2/27/24,BASEB5,Countermovement Jump,859.583,0.3966,248.7094,315.3855,0.705,103.6256,745.8268,0.2028,18.0095,0.5625,11.377
