Date,Code,Type,System Weight,Jump Height,Avg. Relative Propulsive Force,Peak Relative Propulsive Force,Time To Takeoff,Braking Net Impulse,Relative Peak Landing Force,L|R Peak Landing Force,L|R Avg. Landing Force,mRSI,L|R Avg. Braking Force
2/8/24,BASEB11,Countermovement Jump,817.276,0.4593,230.2043,266.3727,0.814,104.0192,736.9603,-14.7601,5.725,0.5643,-7.0588
2/6/24,BASEB11,Countermovement Jump,822.32,0.4548,223.0977,261.577,0.816,112.457,924.8225,-16.5023,-43.1173,0.5573,-5.962
2/6/24,BASEB11,Countermovement Jump,822.457,0.4398,228.6862,280.6226,0.79,106.9291,892.0831,-2.9304,-3.6187,0.5567,0.4951
2/6/24,BASEB11,Countermovement Jump,820.444,0.4668,232.9421,274.8512,0.788,108.3237,876.8423,-7.4507,6.7863,0.5923,-2.3536
2/1/24,BASEB11,Countermovement Jump,815.951,0.4493,229.2527,268.2759,0.757,112.1787,808.7495,-12.805,-45.9559,0.5935,1.5558
2/1/24,BASEB11,Countermovement Jump,816.049,0.455,234.0648,276.5765,0.697,104.9333,881.4422,7.3544,4.8757,0.6528,-1.292
1/30/24,BASEB11,Countermovement Jump,815.217,0.4545,222.5327,259.9308,0.695,107.339,892.0324,-4.3179,-5.9678,0.654,1.0319
1/30/24,BASEB11,Countermovement Jump,816.221,0.4137,223.2924,259.121,0.736,100.8348,732.8897,-21.8322,10.0499,0.5621,-1.1646
1/25/24,BASEB11,Countermovement Jump,821.733,0.4297,226.3685,266.1448,0.896,101.6367,834.3343,-4.8133,14.2544,0.4796,-2.6107
1/25/24,BASEB11,Countermovement Jump,821.54,0.4474,225.87,266.3291,0.773,110.0934,738.126,-14.6108,10.7789,0.5788,-0.4144
1/23/24,BASEB11,Countermovement Jump,829.129,0.4369,227.2854,260.9968,0.856,103.3678,984.0447,-19.9657,-40.1677,0.5104,0.8161
1/23/24,BASEB11,Countermovement Jump,825.551,0.4556,239.441,279.9342,0.72,96.6369,950.1533,-12.5191,-9.1203,0.6327,2.8887
1/18/24,BASEB11,Countermovement Jump,831.352,0.4562,229.6988,269.8015,0.733,106.2025,862.6911,-8.0591,8.5174,0.6224,2.9305
1/16/24,BASEB11,Countermovement Jump,828.199,0.4392,229.921,270.4664,0.725,98.2594,855.1085,-13.7532,-50.2825,0.6057,2.6834
1/16/24,BASEB11,Countermovement Jump,829.502,0.4429,228.0045,264.1344,0.818,101.9457,842.0715,-12.8991,36.4836,0.5414,3.1225
1/15/24,BASEB11,Countermovement Jump,826.5,0.4203,237.7427,286.7514,0.706,97.079,772.1718,-11.5951,2.4457,0.5953,-0.9391
1/15/24,BASEB11,Countermovement Jump,825.574,0.4155,234.8994,274.718,0.806,84.3804,579.2334,-5.3116,-10.7349,0.5154,6.0299
4/26/24,BASEB12,Countermovement Jump,819.173,0.4868,218.7756,261.4832,0.732,132.2037,360.2414,16.2318,6.6303,0.665,2.4916
4/23/24,BASEB12,Countermovement Jump,813.701,0.4593,216.1951,265.0851,0.687,134.105,415.8776,9.3381,0.86,0.6686,2.3444
4/19/24,BASEB12,Countermovement Jump,817.042,0.4547,217.216,265.9594,0.701,135.1793,521.0258,22.1987,4.7793,0.6487,-2.2717
4/16/24,BASEB12,Countermovement Jump,826.493,0.4531,219.0402,264.854,0.7,129.3285,375.9257,12.9707,0.1742,0.6473,1.7536
4/11/24,BASEB12,Countermovement Jump,804.506,0.4555,216.3506,259.1653,0.68,128.4296,370.2893,8.6271,-0.4805,0.6698,6.4132
4/8/24,BASEB12,Countermovement Jump,806.102,0.4348,210.0217,246.6189,0.719,124.79,370.9208,7.5585,-2.9579,0.6048,7.3073
4/4/24,BASEB12,Countermovement Jump,819.758,0.4501,215.5032,255.0753,0.693,134.7597,485.5091,9.3467,9.5616,0.6494,4.4655
3/28/24,BASEB12,Countermovement Jump,810.001,0.4473,221.9591,260.9873,0.67,126.6749,312.5922,-16.2717,9.3621,0.6676,4.3119
3/26/24,BASEB12,Countermovement Jump,807.129,0.4273,220.8316,253.8628,0.657,123.5706,254.2345,-55.848,-1.4024,0.6504,9.4785
3/21/24,BASEB12,Countermovement Jump,798.011,0.4708,219.1979,253.2547,0.675,125.0754,373.0525,17.9711,-3,0.6975,8.0585
3/19/24,BASEB12,Countermovement Jump,805.784,0.4706,214.531,251.5562,0.707,124.9417,427.7821,19.6983,18.4354,0.6656,6.6226
3/14/24,BASEB12,Countermovement Jump,804.664,0.4365,213.9374,262.4698,0.7,129.4476,393.0833,9.0737,1.6746,0.6236,3.307
3/14/24,BASEB12,Countermovement Jump,808.506,0.4104,215.2719,251.0804,0.684,122.3935,389.4838,1.7466,6.0055,0.6,3.7172
3/6/24,BASEB12,Countermovement Jump,805.053,0.45,219.6319,263.4609,0.683,128.099,586.0484,-2.5858,9.0934,0.6589,0.2397
2/29/24,BASEB12,Countermovement Jump,814.544,0.4382,219.9248,258.0585,0.662,121.5282,N/A,N/A,N/A,0.6619,3.4256
2/15/24,BASEB12,Countermovement Jump,791.468,0.417,208.4959,247.262,0.7,124.3098,409.8713,18.5573,9.0016,0.5957,8.248
2/13/24,BASEB12,Countermovement Jump,790.857,0.3955,211.3323,268.443,0.702,120.4119,370.4842,16.1092,12.5765,0.5634,3.8529
2/13/24,BASEB12,Countermovement Jump,788.267,0.423,211.1609,258.5418,0.705,120.1518,387.0516,14.8476,4.2879,0.5999,5.7024
2/13/24,BASEB12,Countermovement Jump,794.382,0.389,206.6162,241.8232,0.734,116.6745,337.9986,9.9441,13.9938,0.5299,2.5761
2/8/24,BASEB12,Countermovement Jump,808.358,0.4047,202.8667,236.7763,0.746,118.6278,360.855,23.7573,9.2378,0.5425,9.226
2/8/24,BASEB12,Countermovement Jump,808.276,0.4021,210.4823,249.5435,0.709,122.1464,325.6313,20.5927,19.6281,0.5672,10.8016
2/8/24,BASEB12,Countermovement Jump,807.558,0.3884,215.011,254.5947,0.657,109.5969,420.0318,6.7807,5.6003,0.5911,8.4756
2/6/24,BASEB12,Countermovement Jump,812.018,0.4204,208.0835,250.9797,0.739,127.6317,419.8183,14.227,9.1202,0.5689,8.5954
2/6/24,BASEB12,Countermovement Jump,812.316,0.4062,218.6286,254.0883,0.701,113.6687,360.4509,-34.6311,6.5784,0.5795,10.4985
2/6/24,BASEB12,Countermovement Jump,812.226,0.4298,214.3061,247.345,0.718,124.246,460.3399,23.0275,-12.2607,0.5986,3.9027
2/1/24,BASEB12,Countermovement Jump,816.874,0.4,215.1421,246.4272,0.707,121.4472,412.6707,21.9223,13.8172,0.5658,7.7905
2/1/24,BASEB12,Countermovement Jump,816.604,0.4279,214.8058,241.4879,0.721,118.7378,381.3354,18.176,8.7729,0.5935,1.2409
1/30/24,BASEB12,Countermovement Jump,810.608,0.4411,215.218,272.3881,0.716,138.4507,411.4196,22.099,23.3034,0.6161,5.5073
1/30/24,BASEB12,Countermovement Jump,810.712,0.4627,224.6988,263.9655,0.696,128.6718,399.6487,6.6667,11.4787,0.6648,11.7824
1/25/24,BASEB12,Countermovement Jump,804.136,0.4486,217.4605,267.119,0.712,126.6836,458.0071,12.1911,15.2727,0.6301,5.6266
1/25/24,BASEB12,Countermovement Jump,804.404,0.4485,218.8472,252.6094,0.714,124.8796,444.5527,9.34,0.867,0.6282,5.1469
1/23/24,BASEB12,Countermovement Jump,819.799,0.4237,217.1444,257.9901,0.72,125.7076,367.5291,29.3063,13.2393,0.5885,9.8322
1/23/24,BASEB12,Countermovement Jump,821.856,0.4331,222.2538,258.8045,0.669,120.6042,406.5189,14.5765,-3.598,0.6474,13.2533
1/18/24,BASEB12,Countermovement Jump,821.752,0.4069,232.5932,269.546,0.619,115.9872,474.4741,16.0298,11.5011,0.6574,3.5356
1/16/24,BASEB12,Countermovement Jump,806.659,0.4204,237.8826,280.6638,0.628,112.3943,461.4093,3.8152,9.5738,0.6695,4.914
1/16/24,BASEB12,Countermovement Jump,807.229,0.393,238.006,298.3044,0.579,102.5989,630.6761,8.8195,-21.0388,0.6788,11.2676
1/15/24,BASEB12,Countermovement Jump,799.891,0.4443,230.5801,267.2864,0.643,123.1178,510.4445,30.6882,13.8917,0.691,6.2367
1/15/24,BASEB12,Countermovement Jump,799.203,0.4407,239.2754,277.2762,0.637,120.8846,549.2972,14.9431,11.7241,0.6919,7.4101
4/26/24,BASEB13,Countermovement Jump,885.374,0.3152,236.9061,314.5563,0.566,115.1253,967.3878,1.5995,14.3507,0.5568,10.9458
4/26/24,BASEB13,Countermovement Jump,884.392,0.3294,232.5413,302.92,0.564,115.4301,1077.5765,-3.148,14.0132,0.584,8.8538
4/23/24,BASEB13,Countermovement Jump,887.014,0.3305,246.5322,308.6761,0.546,107.0721,1151.1656,-7.2177,6.2361,0.6053,14.2676
4/19/24,BASEB13,Countermovement Jump,887.138,0.3404,240.5212,313.9309,0.573,118.7783,1005.8187,-3.9561,16.0291,0.594,4.6551
4/16/24,BASEB13,Countermovement Jump,894.474,0.3359,232.3639,292.2388,0.573,110.8919,952.1797,-6.8451,0.8781,0.5862,9.2417
4/16/24,BASEB13,Countermovement Jump,893.337,0.3348,241.1323,304.3644,0.576,115.5775,1069.2493,-3.1616,8.773,0.5813,12.0001
4/11/24,BASEB13,Countermovement Jump,888.77,0.334,243.7385,315.2672,0.553,115.2331,1122.7877,-7.626,12.8668,0.6039,13.9875
4/8/24,BASEB13,Countermovement Jump,887.177,0.3374,249.6478,333.079,0.508,121.2737,801.8693,6.6348,-8.9257,0.6642,14.6971
4/4/24,BASEB13,Countermovement Jump,885.072,0.3354,239.5814,304.382,0.55,112.4522,1073.8109,-4.3561,-7.4598,0.6098,6.3555
3/28/24,BASEB13,Countermovement Jump,896.084,0.3155,249.0063,332.1117,0.528,120.3576,950.6921,-10.5764,0.2353,0.5975,1.5706
3/26/24,BASEB13,Countermovement Jump,891.504,0.3339,249.7613,336.8465,0.521,120.7927,836.7882,-1.8767,13.2816,0.6408,3.3779
3/21/24,BASEB13,Countermovement Jump,886.201,0.3342,261.8975,352.516,0.491,117.0937,905.3251,-4.0259,15.0283,0.6806,3.0197
3/19/24,BASEB13,Countermovement Jump,904.712,0.3275,251.7298,332.4815,0.505,121.7034,884.812,3.4853,-13.2765,0.6486,-0.7525
3/14/24,BASEB13,Countermovement Jump,894.905,0.3179,226.385,306.4012,0.566,119.2137,898.7546,16.2004,42.4867,0.5617,8.5135
3/14/24,BASEB13,Countermovement Jump,899.911,0.3201,230.7178,305.5858,0.562,126.4046,779.4104,-12.3752,6.7087,0.5696,5.8591
3/7/24,BASEB13,Countermovement Jump,901.838,0.3479,252.7979,339.5288,0.506,127.0811,934.8686,-12.8455,20.1007,0.6875,10.2903
3/5/24,BASEB13,Countermovement Jump,894.02,0.3543,236.51,310.2839,0.545,134.2523,980.2913,-12.9165,-16.4043,0.6502,-1.3385
3/5/24,BASEB13,Countermovement Jump,894.872,0.3326,245.4305,319.2635,0.522,124.124,819.6703,-15.9373,-6.624,0.6371,16.6912
2/29/24,BASEB13,Countermovement Jump,893.378,0.3297,237.8529,323.6032,0.528,128.6817,1049.2759,-2.0269,25.3288,0.6244,6.8518
2/27/24,BASEB13,Countermovement Jump,894.717,0.3395,233.3824,307.9186,0.547,136.077,902.1847,13.3548,43.8591,0.6206,-5.7337
2/27/24,BASEB13,Countermovement Jump,895.39,0.3293,255.0162,330.3588,0.502,113.5052,1033.5161,-9.8768,-23.6443,0.656,17.1528
2/20/24,BASEB13,Countermovement Jump,898.291,0.3327,244.3787,325.841,0.526,123.3111,1029.3992,-11.8849,6.3799,0.6325,6.0988
2/20/24,BASEB13,Countermovement Jump,897.575,0.3419,255.8663,332.6741,0.486,118.5987,985.7672,-5.2441,-1.2429,0.7036,17.2687
2/15/24,BASEB13,Countermovement Jump,907.141,0.3362,230.7523,303.8116,0.553,125.7202,793.4819,-13.337,39.1879,0.6079,9.5959
2/13/24,BASEB13,Countermovement Jump,903.994,0.3324,241.413,311.2853,0.534,130.2056,1021.0245,-4.2037,-6.6739,0.6225,7.7524
2/8/24,BASEB13,Countermovement Jump,903.599,0.3104,234.3481,303.4532,0.541,126.3904,845.3971,0.1178,8.2152,0.5738,4.0979
2/8/24,BASEB13,Countermovement Jump,903.014,0.3201,235.819,302.6531,0.548,125.861,956.3528,7.8972,16.2748,0.5841,8.2608
2/8/24,BASEB13,Countermovement Jump,902.49,0.3289,238.5053,309.4771,0.555,118.6545,895.744,-8.7828,-16.0259,0.5927,6.5132
2/6/24,BASEB13,Countermovement Jump,899.193,0.342,235.3603,312.9473,0.561,132.6599,964.6427,3.5508,-25.8044,0.6097,2.8387
2/6/24,BASEB13,Countermovement Jump,894.186,0.3429,238.453,305.4174,0.54,119.2738,1094.8505,-0.4699,-30.1822,0.635,15.0243
2/6/24,BASEB13,Countermovement Jump,899.358,0.325,253.3785,321.0068,0.5,114.8641,890.7465,-9.6492,-18.4617,0.65,8.9635
2/1/24,BASEB13,Countermovement Jump,900.111,0.3202,235.9614,319.294,0.543,123.5823,743.2417,-6.7564,15.0951,0.5896,0.8478
2/1/24,BASEB13,Countermovement Jump,901.22,0.3379,241.3133,313.242,0.544,119.7031,1233.661,-7.7712,1.8914,0.6211,9.3976
1/30/24,BASEB13,Countermovement Jump,904.341,0.3397,237.9355,299.2234,0.558,119.1217,1160.5136,0.8671,-26.6556,0.6088,13.8733
1/30/24,BASEB13,Countermovement Jump,905.459,0.3365,242.8591,308.6832,0.541,118.9171,899.7646,-10.912,21.1235,0.6219,15.4026
1/25/24,BASEB13,Countermovement Jump,912.089,0.3492,237.6509,314.443,0.574,129.3353,887.0845,0.6798,44.9713,0.6083,7.8162
1/25/24,BASEB13,Countermovement Jump,916.968,0.333,247.0489,324.0026,0.55,112.5435,1035.1506,-0.2107,14.6419,0.6054,11.018
1/23/24,BASEB13,Countermovement Jump,904.85,0.3359,240.4186,313.3116,0.549,122.4483,874.3991,1.365,-15.2812,0.6119,0.3581
1/23/24,BASEB13,Countermovement Jump,902.327,0.3269,242.7058,308.0923,0.569,107.4945,830.5193,0.9341,12.2604,0.5745,20.1473
1/18/24,BASEB13,Countermovement Jump,908.979,0.3203,238.3482,302.9773,0.543,115.0391,933.3549,-4.479,18.1563,0.5898,16.0922
1/16/24,BASEB13,Countermovement Jump,906.295,0.3259,238.3495,305.8607,0.569,117.5038,870.6878,-4.8536,7.4526,0.5727,10.3612
1/16/24,BASEB13,Countermovement Jump,906.536,0.3011,243.864,309.4196,0.503,109.5427,735.3266,-24.1524,-16.8421,0.5986,18.8415
1/15/24,BASEB13,Countermovement Jump,904.118,0.3277,246.0378,323.5197,0.528,116.8131,1045.2175,-4.0423,-4.3373,0.6207,9.689
1/15/24,BASEB13,Countermovement Jump,904.219,0.3226,254.5537,330.4509,0.52,113.0961,862.0699,-15.4586,4.4248,0.6204,6.236
4/26/24,BASEB14,Countermovement Jump,772.173,0.4164,264.3453,323.6321,0.608,96.0704,619.9388,24.3785,9.849,0.6849,-2.7395
4/23/24,BASEB14,Countermovement Jump,764.531,0.429,265.4156,315.6183,0.573,91.8798,745.8167,28.4812,25.0864,0.7487,-4.1074
4/19/24,BASEB14,Countermovement Jump,763.756,0.3823,239.2386,310.3085,0.619,78.9316,568.768,2.6703,-13.0871,0.6177,-6.2319
4/16/24,BASEB14,Countermovement Jump,770.916,0.4111,253.9035,309.3722,0.575,92.1676,729.2623,10.6368,-20.1875,0.715,10.7077
4/11/24,BASEB14,Countermovement Jump,773.131,0.4139,242.8684,280.4182,0.608,101.4143,617.2305,15.3814,-17.0895,0.6808,2.2672
4/8/24,BASEB14,Countermovement Jump,766.889,0.4178,252.4716,298.8698,0.592,95.6488,674.5435,28.3588,34.6174,0.7058,-5.8923
4/4/24,BASEB14,Countermovement Jump,762.102,0.406,243.3052,284.6076,0.589,97.2743,727.8553,28.5019,-2.4093,0.6892,5.4009
3/28/24,BASEB14,Countermovement Jump,768.4,0.3858,253.107,302.7069,0.553,94.5354,569.6252,19.4425,18.1103,0.6976,1.8977
3/26/24,BASEB14,Countermovement Jump,770.414,0.4296,266.8958,331.7697,0.532,103.6218,911.5878,4.3714,22.5292,0.8074,-1.8011
3/21/24,BASEB14,Countermovement Jump,763.8,0.3948,238.387,297.4601,0.571,92.9114,678.0571,2.9156,10.4306,0.6915,-9.235
3/19/24,BASEB14,Countermovement Jump,765.195,0.3909,246.123,291.2983,0.563,97.7088,739.9421,22.077,3.8009,0.6943,-2.215
3/14/24,BASEB14,Countermovement Jump,763.875,0.4205,229.3974,277.4014,0.713,102.7419,776.305,-4.6206,-1.9091,0.5898,-5.1706
3/14/24,BASEB14,Countermovement Jump,766.339,0.401,228.1342,260.5896,0.651,107.2232,517.395,33.4678,12.2518,0.6159,-4.6896
3/7/24,BASEB14,Countermovement Jump,759.752,0.4254,256.8181,310.8909,0.61,87.046,936.4898,8.5032,5.6165,0.6975,-4.0224
3/7/24,BASEB14,Countermovement Jump,798.584,0.4424,214.3866,248.6902,0.709,118.2842,494.1246,14.7998,14.8095,0.624,6.8153
2/29/24,BASEB14,Countermovement Jump,769.499,0.4094,245.1194,287.8496,0.595,98.4312,809.0979,17.7963,4.08,0.6881,5.0433
2/13/24,BASEB14,Countermovement Jump,763.218,0.4065,228.5342,270.1718,0.682,106.4841,718.6675,21.0574,6.4799,0.596,-4.6119
2/13/24,BASEB14,Countermovement Jump,762.763,0.3724,238.4547,296.9468,0.602,84.6088,702.7084,-2.3134,1.3484,0.6185,-1.643
2/8/24,BASEB14,Countermovement Jump,756.114,0.4042,211.184,241.1012,0.694,98.7301,721.7166,10.427,14.5724,0.5824,-2.368
2/8/24,BASEB14,Countermovement Jump,755.138,0.3978,225.3463,266.0441,0.666,90.0359,520.9644,-0.4575,6.0947,0.5972,-7.3926
2/8/24,BASEB14,Countermovement Jump,754.613,0.37,228.7055,284.6492,0.671,83.9197,745.8128,17.1642,-6.533,0.5515,0.1969
2/1/24,BASEB14,Countermovement Jump,768.724,0.4156,219.7827,245.0815,0.628,113.9238,592.1501,2.5923,21.9532,0.6618,-0.9589
2/1/24,BASEB14,Countermovement Jump,769.761,0.4128,228.8631,258.7816,0.621,102.2221,566.4096,-7.7523,1.2774,0.6648,8.3497
1/30/24,BASEB14,Countermovement Jump,766.842,0.4223,237.3541,284.674,0.602,111.1294,851.2836,17.3407,9.1908,0.7015,0.9268
1/30/24,BASEB14,Countermovement Jump,763.176,0.4312,244.3538,286.9587,0.586,105.1173,917.3507,2.5282,15.7442,0.7359,3.2119
1/25/24,BASEB14,Countermovement Jump,755.297,0.4357,222.6293,250.8947,0.68,98.4886,748.0501,3.292,-3.017,0.6408,-4.7035
1/25/24,BASEB14,Countermovement Jump,755.149,0.4282,229.4217,262.1999,0.661,99.9706,950.0112,7.1648,-2.0683,0.6478,-2.5612
1/23/24,BASEB14,Countermovement Jump,752.318,0.4501,214.1152,261.8574,0.674,122.6313,681.2279,6.1463,30.783,0.6677,-1.2071
1/23/24,BASEB14,Countermovement Jump,752.424,0.4443,219.8022,259.8269,0.657,118.6076,1002.3604,0.5304,28.2941,0.6763,3.4664
1/18/24,BASEB14,Countermovement Jump,758.026,0.4115,217.5745,251.9702,0.703,98.5514,936.7753,11.8434,19.3477,0.5854,-2.1416
1/16/24,BASEB14,Countermovement Jump,750.522,0.4235,208.5235,260.2189,0.732,121.137,882.3192,12.7756,0.0677,0.5785,8.5916
1/16/24,BASEB14,Countermovement Jump,750.978,0.423,212.909,243.6822,0.725,101.4287,967.8046,6.9895,15.7338,0.5834,2.6103
1/15/24,BASEB14,Countermovement Jump,752.355,0.4309,218.7627,264.5028,0.693,115.7537,1080.8727,9.6655,-21.8209,0.6217,1.3239
1/15/24,BASEB14,Countermovement Jump,752.053,0.4142,217.4322,252.5088,0.665,110.0579,1150.4508,3.7448,15.5157,0.6229,4.0668
4/26/24,BASEB15,Countermovement Jump,855.852,0.4025,232.9561,279.0202,0.599,97.6162,724.1906,-17.2636,8.459,0.6719,1.9385
4/23/24,BASEB15,Countermovement Jump,857.345,0.3954,242.7126,302.0954,0.579,97.8938,713.0152,-15.0663,8.1642,0.6828,3.707
4/23/24,BASEB15,Countermovement Jump,857.251,0.3792,231.4523,289.2968,0.591,98.3308,721.9589,-3.0215,12.4014,0.6416,2.2798
4/19/24,BASEB15,Countermovement Jump,852.223,0.4136,234.191,283.3765,0.625,95.8678,720.4687,-4.1368,-1.444,0.6617,0.2603
4/16/24,BASEB15,Countermovement Jump,852.344,0.4138,244.8297,298.2364,0.57,99.2741,747.7028,-31.4295,-16.6884,0.726,1.7949
4/11/24,BASEB15,Countermovement Jump,855.386,0.4229,231.6553,273.4438,0.617,105.6571,720.2596,-19.7533,-15.3134,0.6853,1.6724
4/8/24,BASEB15,Countermovement Jump,867.654,0.4093,233.6626,279.7198,0.602,106.7741,876.732,-5.771,9.8609,0.6799,0.0406
4/4/24,BASEB15,Countermovement Jump,865.236,0.4159,233.3821,280.6171,0.605,104.0354,614.5144,-15.441,-6.9828,0.6874,3.9902
4/4/24,BASEB15,Countermovement Jump,866.102,0.4188,229.9324,268.5596,0.621,108.9727,689.2953,-15.2764,-11.0017,0.6744,-1.9687
3/28/24,BASEB15,Countermovement Jump,868.152,0.4037,248.27,308.241,0.575,95.9659,822.3214,-16.4589,19.3892,0.7021,1.1886
3/26/24,BASEB15,Countermovement Jump,868.255,0.3825,241.5823,299.9119,0.566,97.4153,792.6243,-14.0947,8.0897,0.6757,2.7159
3/19/24,BASEB15,Countermovement Jump,863.426,0.398,238.082,294.9876,0.586,102.1447,946.4621,-1.1013,6.3672,0.6791,1.5432
3/14/24,BASEB15,Countermovement Jump,863.512,0.4106,235.4182,275.387,0.596,107.5088,603.8133,-8.784,0.7924,0.6889,2.9543
3/14/24,BASEB15,Countermovement Jump,863.922,0.4193,224.1066,264.26,0.645,108.0015,739.7659,-12.7836,1.6978,0.6501,3.5064
3/7/24,BASEB15,Countermovement Jump,864.942,0.4084,260.5056,323.9524,0.525,99.8433,926.0737,-1.1985,11.0733,0.778,-5.2085
3/6/24,BASEB15,Countermovement Jump,873.995,0.4037,249.778,302.9766,0.561,104.0427,690.1641,-2.0225,25.8965,0.7196,-7.1812
2/29/24,BASEB15,Countermovement Jump,873.447,0.4323,237.5656,276.8342,0.602,110.9323,728.8364,-8.4197,9.4461,0.7181,3.2434
2/15/24,BASEB15,Countermovement Jump,886.029,0.4265,237.285,280.1263,0.603,110.6352,784.5116,2.2587,30.7003,0.7073,2.3365
2/13/24,BASEB15,Countermovement Jump,863.778,0.4161,238.1498,275.5338,0.588,114.2135,770.1053,5.6825,25.0676,0.7076,-2.5478
2/13/24,BASEB15,Countermovement Jump,862.864,0.413,245.5456,297.15,0.572,102.5156,785.8712,4.6158,-4.4876,0.722,-3.6667
2/8/24,BASEB15,Countermovement Jump,860.078,0.4185,245.9934,296.9498,0.598,106.8911,811.438,-5.6885,2.2914,0.6999,-0.9336
2/8/24,BASEB15,Countermovement Jump,860.17,0.4042,244.5572,300.2895,0.594,96.9802,763.9188,-3.0589,4.0389,0.6804,2.196
2/8/24,BASEB15,Countermovement Jump,859.212,0.4398,240.274,286.0761,0.617,109.853,934.2281,-4.0239,-3.6564,0.7128,5.0801
2/7/24,BASEB15,Countermovement Jump,867.901,0.4234,242.514,293.4667,0.629,108.3762,926.1425,-0.8957,0.0677,0.6731,8.4288
2/7/24,BASEB15,Countermovement Jump,869.008,0.397,241.6737,288.9502,0.599,114.3783,759.947,-11.2053,-5.4568,0.6628,3.6737
2/7/24,BASEB15,Countermovement Jump,869.171,0.4128,238.1465,287.2852,0.628,102.5603,888.4328,-7.9513,18.922,0.6573,4.9032
2/1/24,BASEB15,Countermovement Jump,881.846,0.3998,241.1433,293.4753,0.623,98.1663,805.8096,-3.8559,-17.5544,0.6417,2.875
2/1/24,BASEB15,Countermovement Jump,883.028,0.408,243.4257,297.8388,0.586,105.6861,798.5024,-9.488,19.2734,0.6963,4.0498
1/30/24,BASEB15,Countermovement Jump,868.434,0.4166,263.6005,332.7829,0.536,102.5601,901.6229,-14.5338,-4.3033,0.7773,2.5219
1/30/24,BASEB15,Countermovement Jump,868.15,0.3877,261.1991,337.4993,0.511,97.1985,994.2982,-6.1168,-4.3273,0.7587,1.244
1/25/24,BASEB15,Countermovement Jump,886.327,0.3965,268.1147,346.0348,0.585,99.5013,986.2049,-0.2631,42.6449,0.6778,-1.2679
1/25/24,BASEB15,Countermovement Jump,885.416,0.3664,269.6988,351.6991,0.505,84.8397,840.9606,-11.0932,-35.8062,0.7255,2.8443
1/23/24,BASEB15,Countermovement Jump,872.938,0.3686,270.6623,354.5498,0.505,90.2234,984.606,-4.8982,-2.7083,0.73,4.7591
1/23/24,BASEB15,Countermovement Jump,872.706,0.3889,255.206,320.3828,0.515,98.1848,856.7605,-5.9248,-2.9373,0.7552,-2.9987
1/18/24,BASEB15,Countermovement Jump,867.903,0.3539,245.327,312.823,0.546,86.4368,736.2574,-12.4257,2.9951,0.6482,1.3651
1/16/24,BASEB15,Countermovement Jump,864.593,0.3698,247.2265,312.2857,0.62,89.0161,830.2172,0.6408,35.0587,0.5964,-1.8789
1/16/24,BASEB15,Countermovement Jump,866.421,0.3491,254.3358,332.4019,0.545,93.0131,750.3281,-18.1664,0.8202,0.6406,5.3575
1/15/24,BASEB15,Countermovement Jump,867.058,0.4073,271.5539,343.2296,0.512,96.2385,940.3062,1.5822,-13.673,0.7955,6.4855
1/15/24,BASEB15,Countermovement Jump,867.421,0.3973,264.9106,336.0537,0.519,96.6088,929.9982,-3.6321,10.557,0.7654,3.7578
4/26/24,BASEB16,Countermovement Jump,791.423,0.5344,237.088,275.2005,0.649,114.9781,427.3315,7.6878,-0.4659,0.8234,-9.0273
4/23/24,BASEB16,Countermovement Jump,790.897,0.5234,242.0752,280.6939,0.626,115.5781,364.2699,-3.0892,-7.8252,0.8362,-9.6749
4/23/24,BASEB16,Countermovement Jump,795.045,0.5037,235.6335,279.2295,0.652,110.126,366.6459,50.8062,5.5023,0.7725,-3.4233
4/19/24,BASEB16,Countermovement Jump,802.497,0.529,232.6544,272.0259,0.661,113.8445,361.7459,63.0038,5.1367,0.8004,-6.025
4/19/24,BASEB16,Countermovement Jump,803.299,0.5207,233.1254,271.6299,0.656,119.0395,264.0362,37.2937,-1.1761,0.7938,-8.9003
4/16/24,BASEB16,Countermovement Jump,788.935,0.5236,242.5008,285.4481,0.63,110.0974,269.0969,14.6491,-2.1579,0.8312,-10.4898
4/11/24,BASEB16,Countermovement Jump,794.08,0.5379,247.9211,288.0062,0.617,114.9117,346.4386,9.7783,1.7489,0.8718,-13.0439
4/8/24,BASEB16,Countermovement Jump,790.922,0.5284,235.5016,276.6392,0.652,117.0727,601.9557,-4.5999,-10.7599,0.8104,-4.4086
4/4/24,BASEB16,Countermovement Jump,800.493,0.5294,246.8111,293.3192,0.595,116.5816,390.0097,62.7162,3.2839,0.8898,-12.5673
3/28/24,BASEB16,Countermovement Jump,789.541,0.5369,240.8111,285.229,0.646,113.4216,398.8393,41.3147,-3.5997,0.8312,-10.5942
3/26/24,BASEB16,Countermovement Jump,790.572,0.5268,247.2071,285.11,0.599,119.6298,296.4942,-18.3447,6.357,0.8794,-15.273
3/19/24,BASEB16,Countermovement Jump,796.822,0.5188,238.9841,277.9793,0.633,118.5226,468.7371,20.9639,8.0526,0.8195,-6.5071
3/14/24,BASEB16,Countermovement Jump,791.897,0.5167,230.6216,270.2372,0.661,118.8699,449.0483,-17.4353,-17.2252,0.7817,-7.8613
3/14/24,BASEB16,Countermovement Jump,789.316,0.5188,236.9161,277.9622,0.651,110.9311,423.658,48.8636,-3.9532,0.7969,-6.253
